price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_renovated;sqft_living15;sqft_lot15;ano;mes;dia_da_semana;trimestre;final_de_semana;fim_do_mes;semestre;dias_desde_inicio;estacao_Primavera;estacao_Verao;estacao_Outono;estacao_Inverno;sqft_lot_more_living;living_percent_total;percent_construcao_above;lot_15_compare;living_15_compare;mean_price_zipcode;age;age_renovated;bath_per_bed;bed_per_floor;grade_x_condition;bool_renovated;bool_basement;living_more_than_lot;dist_seattle;bool_renovated_45;bool_renovated_15
830000.0;3;2.5;2760;11287;2.0;0;3;3;10;2000;760;0;2760;13719;2014;10;2;4;0;0;2;173;0;0;1;0;14047;0.1965;0.7246;0.8227;1.0;462480.0353;35;35;0.8333;1.5;30;0;1;0;0.1492;1;0
276900.0;2;1.0;1350;10096;1.0;0;2;4;7;1350;0;0;1280;10095;2014;6;2;2;0;0;1;40;0;1;0;0;11446;0.1179;1.0;1.0001;1.0547;439471.0814;74;74;0.5;2.0;28;0;0;0;0.5648;0;0
625000.0;3;1.75;1660;4800;2.0;0;0;3;7;1660;0;2014;1660;4800;2014;10;2;4;0;0;2;152;0;0;1;0;6460;0.257;1.0;1.0;1.0;1095499.342;120;12;0.5833;1.5;21;1;0;0;0.0336;1;1
1015000.0;4;2.5;2960;4760;2.0;0;0;3;8;2160;800;0;1600;4760;2015;3;2;1;0;0;1;306;1;0;0;0;7720;0.3834;0.7297;1.0;1.85;901258.2667;126;126;0.625;2.0;24;0;1;0;0.0336;0;0
463500.0;1;1.0;1090;8750;1.0;0;0;4;6;1090;0;0;1830;5000;2014;9;1;3;0;1;2;151;0;0;1;0;9840;0.1108;1.0;1.75;0.5956;417637.4331;102;102;1.0;1.0;24;0;0;0;0.0915;0;0
485000.0;3;2.5;3110;9015;2.0;0;0;3;9;3110;0;0;2650;8960;2014;9;4;3;0;0;2;126;0;0;1;0;12125;0.2565;1.0;1.0061;1.1736;353608.6352;36;36;0.8333;1.5;27;0;0;0;0.2508;1;0
272000.0;3;2.0;1380;7476;1.0;0;0;3;7;1380;0;0;1600;7227;2014;6;1;2;0;0;1;46;0;1;0;0;8856;0.1558;1.0;1.0345;0.8625;280804.6906;37;37;0.6667;3.0;21;0;0;0;0.2791;1;0
305000.0;2;1.0;1290;3140;2.0;0;0;3;7;1290;0;0;1290;2628;2014;12;2;4;0;0;2;229;0;0;0;1;4430;0.2912;1.0;1.1948;1.0;678163.0593;18;18;0.5;1.0;21;0;0;0;0.3193;1;0
760000.0;3;2.5;1980;13964;1.0;0;0;5;7;1980;0;0;2040;13964;2014;6;3;2;0;0;1;55;0;1;0;0;15944;0.1242;1.0;1.0;0.9706;1194230.0213;67;67;0.8333;3.0;35;0;0;0;0.1108;0;0
387500.0;2;1.0;870;6126;1.0;0;0;4;7;870;0;0;1620;6126;2015;2;4;1;0;0;1;287;0;0;0;1;6996;0.1244;1.0;1.0;0.537;469455.7707;88;88;0.5;2.0;28;0;0;0;0.0967;0;0
352000.0;4;2.5;2470;5015;2.0;0;0;3;8;2470;0;0;2470;5100;2014;9;0;3;0;0;2;129;0;0;1;0;7485;0.33;1.0;0.9833;1.0;366867.6;22;22;0.625;2.0;24;0;0;0;0.3906;1;0
507000.0;3;1.75;2140;40098;1.0;0;0;5;8;1490;650;0;2220;35371;2014;7;2;3;0;0;2;68;0;1;0;0;42238;0.0507;0.6963;1.1336;0.964;353608.6352;76;76;0.5833;3.0;40;0;1;0;0.283;0;0
156000.0;3;1.0;770;9750;1.0;0;0;3;6;770;0;0;1560;10707;2014;7;4;3;0;0;2;77;0;1;0;0;10520;0.0732;1.0;0.9106;0.4936;289078.3456;85;85;0.3333;3.0;18;0;0;0;0.1655;0;0
580000.0;3;3.25;1490;857;3.0;0;0;3;8;1220;270;0;1550;1092;2014;11;1;4;0;0;2;200;0;0;1;0;2347;0.6349;0.8188;0.7848;0.9613;901258.2667;25;25;1.0833;1.0;24;0;1;1;0.0306;1;0
630000.0;4;2.5;2510;35020;1.0;0;0;4;8;1610;900;0;2080;34398;2014;7;0;3;0;0;2;73;0;1;0;0;37530;0.0669;0.6414;1.0181;1.2067;790576.6546;49;49;0.625;4.0;32;0;1;0;0.3299;0;0
275000.0;5;1.5;1950;9000;1.0;0;0;3;7;1130;820;0;1680;9526;2014;12;3;4;0;0;2;230;0;0;0;1;10950;0.1781;0.5795;0.9448;1.1607;359483.2396;62;62;0.3;5.0;21;0;1;0;0.1182;0;0
835000.0;5;4.0;3600;14720;1.0;0;2;5;8;1800;1800;0;3600;15358;2014;7;3;3;0;0;2;83;0;1;0;0;18320;0.1965;0.5;0.9585;1.0;521652.8587;66;66;0.8;5.0;40;0;1;0;0.1423;0;0
340000.0;4;2.5;2380;7850;2.0;0;0;3;8;2380;0;0;1940;7334;2014;12;4;4;0;0;2;217;0;0;0;1;10230;0.2326;1.0;1.0704;1.2268;304262.1082;31;31;0.625;2.0;24;0;0;0;0.2152;1;0
329350.0;2;1.0;720;6687;1.0;0;0;3;6;720;0;0;840;6687;2014;5;1;2;0;0;1;4;1;0;0;0;7407;0.0972;1.0;1.0;0.8571;576795.0072;84;84;0.5;2.0;18;0;0;0;0.0985;0;0
1480000.0;3;3.5;4070;26000;2.0;0;0;3;11;4070;0;0;3770;26000;2014;7;0;3;0;0;2;87;0;1;0;0;30070;0.1354;1.0;1.0;1.0796;803719.5231;35;35;1.1667;1.5;33;0;0;0;0.1667;1;0
475000.0;3;1.0;1250;150117;1.0;0;0;3;7;1250;0;0;3060;50055;2015;3;2;1;0;0;1;327;1;0;0;0;151367;0.0083;1.0;2.999;0.4085;790576.6546;51;51;0.3333;3.0;21;0;0;0;0.3233;0;0
719950.0;3;2.25;2190;2416;3.0;0;0;3;8;2190;0;0;1510;3615;2014;11;1;4;0;0;2;200;0;0;1;0;4606;0.4755;1.0;0.6683;1.4503;576795.0072;12;12;0.75;1.0;24;0;0;0;0.0845;1;1
235000.0;1;1.0;810;2451;1.0;0;0;5;7;810;0;0;980;1198;2014;5;0;2;0;0;1;10;1;0;0;0;3261;0.2484;1.0;2.0459;0.8265;424706.3559;85;85;1.0;1.0;35;0;0;0;0.0978;0;0
875000.0;3;1.5;2440;5750;1.0;0;0;3;8;1320;1120;0;2160;6820;2015;3;1;1;0;1;1;333;1;0;0;0;8190;0.2979;0.541;0.8431;1.1296;619900.5472;87;87;0.5;3.0;24;0;1;0;0.0997;0;0
380000.0;4;1.75;1740;9150;1.0;0;0;3;7;1740;0;0;1540;9147;2015;4;1;2;0;0;1;354;1;0;0;0;10890;0.1598;1.0;1.0003;1.1299;289078.3456;52;52;0.4375;4.0;21;0;0;0;0.1648;0;0
325000.0;3;2.25;1480;97138;1.5;0;0;3;7;1480;0;0;1730;176418;2015;3;0;1;0;0;1;311;1;0;0;0;98618;0.015;1.0;0.5506;0.8555;423665.99;42;42;0.75;2.0;21;0;0;0;0.4893;1;0
475000.0;4;2.5;2120;57050;2.0;0;0;3;9;2120;0;0;3320;39082;2014;8;1;3;0;0;2;109;0;1;0;0;59170;0.0358;1.0;1.4598;0.6386;569958.4652;37;37;0.625;2.0;27;0;0;0;0.2562;1;0
152900.0;1;1.0;900;4368;1.0;0;0;5;6;900;0;1950;1290;5000;2015;3;1;1;0;0;1;326;1;0;0;0;5268;0.1708;1.0;0.8736;0.6977;315709.3034;111;76;1.0;1.0;30;1;0;0;0.5229;0;0
210000.0;2;2.0;1190;7570;1.0;0;0;3;6;1190;0;0;1190;7635;2014;8;1;3;0;0;2;95;0;1;0;0;8760;0.1358;1.0;0.9915;1.0;359483.2396;87;87;1.0;2.0;18;0;0;0;0.0951;0;0
350000.0;4;1.0;1010;6000;1.0;0;0;3;6;750;260;0;1450;6000;2014;9;4;3;0;0;2;147;0;0;1;0;7010;0.1441;0.7426;1.0;0.6966;551688.673;101;101;0.25;4.0;18;0;1;0;0.0745;0;0
505000.0;3;2.5;2100;17882;2.0;0;0;4;8;2100;0;0;2080;16686;2015;3;0;1;0;0;1;325;1;0;0;0;19982;0.1051;1.0;1.0717;1.0096;493552.5321;41;41;0.8333;1.5;32;0;0;0;0.25;1;0
464900.0;4;2.25;2020;8424;1.0;0;0;4;7;1380;640;0;2030;7236;2014;6;4;2;0;0;1;56;0;1;0;0;10444;0.1934;0.6832;1.1642;0.9951;521652.8587;47;47;0.5625;4.0;28;0;1;0;0.1556;0;0
650000.0;3;2.0;2520;5980;1.0;0;0;3;8;1790;730;0;1590;5750;2014;9;0;3;0;0;2;143;0;0;1;0;8500;0.2965;0.7103;1.04;1.5849;618634.1697;69;69;0.6667;3.0;24;0;1;0;0.0588;0;0
369950.0;2;2.75;1370;1140;2.0;0;0;3;8;1080;290;0;1370;1090;2015;5;0;2;0;0;1;367;1;0;0;0;2510;0.5458;0.7883;1.0459;1.0;386997.3968;17;17;1.375;1.0;24;0;1;1;0.0996;1;0
250000.0;3;2.5;1530;2890;2.0;0;0;3;7;1530;0;0;1540;2890;2014;7;0;3;0;0;2;87;0;1;0;0;4420;0.3462;1.0;1.0;0.9935;355678.5161;25;25;0.8333;1.5;21;0;0;0;0.074;1;0
320000.0;3;2.5;1530;2890;2.0;0;0;3;7;1530;0;0;1540;2890;2015;4;2;2;0;0;1;362;1;0;0;0;4420;0.3462;1.0;1.0;0.9935;355678.5161;25;25;0.8333;1.5;21;0;0;0;0.074;1;0
2532000.0;4;4.25;5040;16048;1.0;0;3;3;10;3420;1620;0;3960;14000;2015;3;2;1;0;0;1;327;1;0;0;0;21088;0.239;0.6786;1.1463;1.2727;862825.2314;76;76;1.0625;4.0;30;0;1;0;0.0964;0;0
340000.0;4;2.25;2530;24700;2.0;0;0;3;7;2530;0;0;2650;24700;2014;9;2;3;0;0;2;124;0;0;1;0;27230;0.0929;1.0;1.0;0.9547;300539.8905;52;52;0.5625;2.0;21;0;0;0;0.2629;0;0
440000.0;2;1.5;1010;1968;1.5;0;0;5;5;1010;0;0;1760;4200;2014;5;0;2;0;0;1;17;1;0;0;0;2978;0.3392;1.0;0.4686;0.5739;579053.4173;120;120;0.75;1.3333;25;0;0;0;0.0873;0;0
219950.0;3;1.0;1200;7727;1.0;0;0;4;7;1200;0;0;1300;7718;2015;4;3;2;0;0;1;335;1;0;0;0;8927;0.1344;1.0;1.0012;0.9231;315709.3034;67;67;0.3333;3.0;28;0;0;0;0.5237;0;0
940000.0;4;3.0;2720;11740;1.0;0;0;5;9;2720;0;0;2640;11740;2014;9;0;3;0;0;2;136;0;0;1;0;14460;0.1881;1.0;1.0;1.0303;1194230.0213;69;69;0.75;4.0;45;0;0;0;0.093;0;0
399950.0;4;1.5;1850;6125;1.5;0;0;3;6;1110;740;0;990;6125;2014;7;1;3;0;0;2;81;0;1;0;0;7975;0.232;0.6;1.0;1.8687;424706.3559;81;81;0.375;2.6667;18;0;1;0;0.0805;0;0
1568000.0;3;2.75;2340;8828;1.0;0;0;4;9;2340;0;0;3480;8526;2015;1;4;1;0;0;1;245;0;0;0;1;11168;0.2095;1.0;1.0354;0.6724;1095499.342;72;72;0.9167;3.0;36;0;0;0;0.0502;0;0
528000.0;4;1.75;1860;9750;1.0;0;0;3;7;1460;400;0;1900;8913;2015;4;2;2;0;0;1;334;1;0;0;0;11610;0.1602;0.7849;1.0939;0.9789;521652.8587;57;57;0.4375;4.0;21;0;1;0;0.1662;0;0
545000.0;4;1.75;1940;8990;1.0;0;0;4;8;1560;380;0;2310;11745;2014;8;3;3;0;0;2;118;0;1;0;0;10930;0.1775;0.8041;0.7654;0.8398;521652.8587;70;70;0.4375;4.0;32;0;1;0;0.1323;0;0
575000.0;2;2.0;1680;6194;1.0;0;0;3;8;1680;0;0;1900;5850;2015;4;0;2;0;0;1;360;1;0;0;0;7874;0.2134;1.0;1.0588;0.8842;678163.0593;22;22;1.0;2.0;24;0;0;0;0.3206;1;0
235000.0;4;2.75;1770;10184;1.0;0;0;3;8;1250;520;0;2070;8320;2014;11;1;4;0;0;2;186;0;0;1;0;11954;0.1481;0.7062;1.224;0.8551;286732.7916;47;47;0.6875;4.0;24;0;1;0;0.3034;0;0
272000.0;3;2.5;1790;6371;2.0;0;0;3;8;1790;0;0;1850;6371;2014;7;2;3;0;0;2;82;0;1;0;0;8161;0.2193;1.0;1.0;0.9676;334921.0627;28;28;0.8333;1.5;24;0;0;0;0.322;1;0
380000.0;4;1.75;1720;9600;1.0;0;0;4;8;1720;0;0;1660;10720;2015;4;1;2;0;0;1;361;1;0;0;0;11320;0.1519;1.0;0.8955;1.0361;493552.5321;57;57;0.4375;4.0;32;0;0;0;0.2196;0;0
195000.0;3;1.0;1280;6967;1.5;0;0;3;7;1280;0;0;1280;7245;2015;4;6;2;1;0;1;359;1;0;0;0;8247;0.1552;1.0;0.9616;1.0;423725.6951;77;77;0.3333;2.0;21;0;0;0;0.145;0;0
297000.0;3;2.5;1690;4988;2.0;0;0;3;7;1690;0;0;1830;4733;2014;10;1;4;0;0;2;165;0;0;1;0;6678;0.2531;1.0;1.0539;0.9235;366867.6;24;24;0.8333;1.5;21;0;0;0;0.4039;1;0
349000.0;4;2.5;2190;7294;2.0;0;0;3;8;2190;0;0;2240;7379;2015;4;2;2;0;0;1;348;1;0;0;0;9484;0.2309;1.0;0.9885;0.9777;286732.7916;23;23;0.625;2.0;24;0;0;0;0.3149;1;0
320000.0;2;1.0;710;5200;1.0;0;2;4;6;710;0;0;1610;5200;2014;9;0;3;0;0;2;150;0;0;1;0;5910;0.1201;1.0;1.0;0.441;424706.3559;84;84;0.5;2.0;24;0;0;0;0.0789;0;0
319990.0;4;1.5;1890;10707;1.0;0;0;3;7;1890;0;0;1610;8827;2014;7;4;3;0;0;2;84;0;1;0;0;12597;0.15;1.0;1.213;1.1739;284908.5965;64;64;0.375;4.0;21;0;0;0;0.1783;0;0
439900.0;2;2.0;1410;12282;1.5;0;0;5;8;1410;0;1988;1410;8931;2014;6;0;2;0;0;1;31;0;1;0;0;13692;0.103;1.0;1.3752;1.0;580526.7901;117;38;1.0;1.3333;40;1;0;0;0.4143;1;0
429000.0;3;3.25;2210;3600;2.0;0;0;3;8;1820;390;0;2010;6690;2014;8;0;3;0;0;2;101;0;1;0;0;5810;0.3804;0.8235;0.5381;1.0995;469455.7707;31;31;1.0833;1.5;24;0;1;0;0.1105;1;0
272500.0;3;2.0;1540;6250;1.0;0;0;3;7;1540;0;0;2070;6250;2014;7;2;3;0;0;2;89;0;1;0;0;7790;0.1977;1.0;1.0;0.744;366867.6;28;28;0.6667;3.0;21;0;0;0;0.3974;1;0
400000.0;4;2.0;1350;7255;1.0;0;0;4;7;1350;0;0;1050;7288;2014;9;1;3;0;0;2;137;0;0;1;0;8605;0.1569;1.0;0.9955;1.2857;469455.7707;67;67;0.5;4.0;28;0;0;0;0.1245;0;0
462000.0;5;2.0;1380;4300;1.5;0;0;3;7;1380;0;0;1830;3800;2015;4;3;2;0;0;1;335;1;0;0;0;5680;0.243;1.0;1.1316;0.7541;584827.5624;110;110;0.4;3.3333;21;0;0;0;0.0587;0;0
510000.0;2;1.0;890;6095;1.0;0;0;3;7;890;0;0;1450;5985;2015;3;1;1;0;0;1;312;1;0;0;0;6985;0.1274;1.0;1.0184;0.6138;619900.5472;79;79;0.5;2.0;21;0;0;0;0.0834;0;0
550000.0;3;2.5;1900;3255;2.0;0;0;3;8;1900;0;2000;1880;3350;2014;6;0;2;0;0;1;52;0;1;0;0;5155;0.3686;1.0;0.9716;1.0106;617105.0851;38;26;0.8333;1.5;24;1;0;0;0.1851;1;0
150000.0;3;1.0;1240;5200;1.0;0;0;3;6;1240;0;0;870;5200;2015;4;5;2;1;0;1;358;1;0;0;0;6440;0.1925;1.0;1.0;1.4253;311632.1058;57;57;0.3333;3.0;18;0;0;0;0.3461;0;0
460000.0;3;2.5;1730;8490;1.0;0;0;3;7;1210;520;0;1870;7400;2014;6;3;2;0;0;1;55;0;1;0;0;10220;0.1693;0.6994;1.1473;0.9251;521652.8587;57;57;0.8333;3.0;21;0;1;0;0.1595;0;0
632500.0;4;2.5;2090;10306;2.0;0;0;3;10;2090;0;0;2660;11481;2014;6;4;2;0;0;1;49;0;1;0;0;12396;0.1686;1.0;0.8977;0.7857;685605.7755;40;40;0.625;2.0;30;0;0;0;0.2821;1;0
361000.0;3;1.75;1650;11220;1.0;0;0;4;7;1650;0;0;1340;10129;2014;9;3;3;0;0;2;146;0;0;1;0;12870;0.1282;1.0;1.1077;1.2313;682774.8788;57;57;0.5833;3.0;28;0;0;0;0.3014;0;0
437000.0;3;2.25;1130;1221;2.0;0;0;3;8;1030;100;0;1300;5000;2014;8;4;3;0;0;2;91;0;1;0;0;2351;0.4806;0.9115;0.2442;0.8692;576795.0072;22;22;0.75;1.5;24;0;1;0;0.0853;1;0
370000.0;6;2.75;3240;5750;1.0;0;0;4;6;2160;1080;0;1230;5750;2015;5;1;2;0;0;1;368;1;0;0;0;8990;0.3604;0.6667;1.0;2.6341;234284.0352;76;76;0.4583;6.0;24;0;1;0;0.3207;0;0
884250.0;4;2.5;3840;12151;2.0;0;0;3;10;3840;0;0;3560;11044;2015;4;4;2;0;0;1;350;1;0;0;0;15991;0.2401;1.0;1.1002;1.0787;790576.6546;28;28;0.625;2.0;30;0;0;0;0.3463;1;0
225000.0;3;1.0;1200;9936;1.0;0;0;4;6;1200;0;0;1200;10189;2014;6;1;2;0;0;1;32;0;1;0;0;11136;0.1078;1.0;0.9752;1.0;366867.6;57;57;0.3333;3.0;24;0;0;0;0.3899;0;0
235000.0;2;1.0;870;5000;1.0;0;0;3;6;870;0;0;820;5000;2014;8;1;3;0;0;2;95;0;1;0;0;5870;0.1482;1.0;1.0;1.061;424706.3559;77;77;0.5;2.0;18;0;0;0;0.0975;0;0
767500.0;6;3.5;2410;6000;2.0;0;4;3;9;2220;190;1990;1980;6000;2014;7;6;3;1;0;2;79;0;1;0;0;8410;0.2866;0.9212;1.0;1.2172;551688.673;110;36;0.5833;3.0;27;1;1;0;0.0829;1;0
1200000.0;3;1.75;1560;8078;1.5;1;4;4;6;1560;0;0;2890;16710;2014;5;0;2;0;0;1;10;1;0;0;0;9638;0.1619;1.0;0.4834;0.5398;1194230.0213;98;98;0.5833;2.0;24;0;0;0;0.0906;0;0
715000.0;3;2.5;2410;46609;2.0;0;0;3;9;2410;0;0;3370;40072;2014;12;0;4;0;0;2;227;0;0;0;1;49019;0.0492;1.0;1.1631;0.7151;678163.0593;37;37;0.8333;1.5;27;0;0;0;0.2933;1;0
417000.0;4;2.25;2300;7700;1.0;0;0;3;7;1380;920;0;2010;8820;2014;6;4;2;0;0;1;56;0;1;0;0;10000;0.23;0.6;0.873;1.1443;469455.7707;67;67;0.5625;4.0;21;0;1;0;0.108;0;0
199000.0;3;1.0;1390;12145;1.0;0;0;4;7;1390;0;0;1030;10800;2014;7;4;3;0;0;2;77;0;1;0;0;13535;0.1027;1.0;1.1245;1.3495;311632.1058;62;62;0.3333;3.0;28;0;0;0;0.2587;0;0
875000.0;5;2.5;2920;5568;2.0;0;0;3;8;2320;600;0;2970;5568;2014;6;3;2;0;0;1;34;0;1;0;0;8488;0.344;0.7945;1.0;0.9832;1095499.342;120;120;0.5;2.5;24;0;1;0;0.0286;0;0
545000.0;4;1.5;1370;3708;1.5;0;0;3;7;1370;0;0;2030;3708;2014;11;0;4;0;0;2;192;0;0;1;0;5078;0.2698;1.0;1.0;0.6749;576795.0072;100;100;0.375;2.6667;21;0;0;0;0.0845;0;0
192500.0;2;1.0;950;7692;1.0;0;0;3;6;950;0;0;1820;8221;2014;5;1;2;0;0;1;18;1;0;0;0;8642;0.1099;1.0;0.9357;0.522;240328.3717;100;100;0.5;2.0;18;0;0;0;0.1202;0;0
822500.0;3;2.5;3090;7708;2.0;0;0;3;10;3090;0;0;3140;8592;2015;2;1;1;0;0;1;284;0;0;0;1;10798;0.2862;1.0;0.8971;0.9841;645231.4564;27;27;0.8333;1.5;30;0;0;0;0.2382;1;0
800000.0;4;2.5;2390;10000;1.0;0;0;3;9;1590;800;0;1900;9752;2014;12;0;4;0;0;2;220;0;0;0;1;12390;0.1929;0.6653;1.0254;1.2579;1194230.0213;51;51;0.625;4.0;27;0;1;0;0.1064;0;0
1250000.0;3;2.5;2070;4944;2.0;0;0;3;9;2070;0;0;3300;6179;2014;12;0;4;0;0;2;227;0;0;0;1;7014;0.2951;1.0;0.8001;0.6273;1095499.342;96;96;0.8333;1.5;27;0;0;0;0.0519;0;0
3850000.0;4;4.25;5770;21300;2.0;1;4;4;11;5770;0;0;4620;22748;2014;11;4;4;0;0;2;196;0;0;1;0;27070;0.2132;1.0;0.9363;1.2489;1194230.0213;46;46;1.0625;2.0;44;0;0;0;0.1121;0;0
295000.0;3;2.5;1460;7936;2.0;0;0;3;7;1460;0;0;1830;7936;2014;10;2;4;0;0;2;152;0;0;1;0;9396;0.1554;1.0;1.0;0.7978;366867.6;31;31;0.8333;1.5;21;0;0;0;0.3954;1;0
419000.0;2;1.75;1510;4980;1.0;0;0;3;8;1510;0;0;1350;4157;2014;6;0;2;0;1;1;59;0;1;0;0;6490;0.2327;1.0;1.198;1.1185;678163.0593;20;20;0.875;2.0;24;0;0;0;0.3291;1;0
1195000.0;5;3.25;5180;19606;1.0;0;0;3;11;2610;2570;0;4050;15296;2014;9;2;3;0;0;2;131;0;0;1;0;24786;0.209;0.5039;1.2818;1.279;859684.7791;33;33;0.65;5.0;33;0;1;0;0.224;1;0
750000.0;4;2.75;3430;13907;2.0;0;0;3;11;3430;0;0;3250;13851;2014;12;0;4;0;0;2;234;0;0;0;1;17337;0.1978;1.0;1.004;1.0554;790576.6546;31;31;0.6875;2.0;33;0;0;0;0.3396;1;0
502000.0;4;1.5;1700;8400;1.0;0;0;3;7;1700;0;0;1750;8475;2015;4;1;2;0;0;1;361;1;0;0;0;10100;0.1683;1.0;0.9912;0.9714;676185.3922;73;73;0.375;4.0;21;0;0;0;0.1637;0;0
1025000.0;3;1.75;2640;8000;1.0;0;3;4;9;1320;1320;0;2740;6000;2014;6;2;2;0;0;1;33;0;1;0;0;10640;0.2481;0.5;1.3333;0.9635;1194230.0213;66;66;0.5833;3.0;36;0;1;0;0.0893;0;0
398500.0;3;1.0;1200;15960;1.5;0;0;3;6;1200;0;0;1120;7800;2015;3;4;1;0;0;1;315;1;0;0;0;17160;0.0699;1.0;2.0462;1.0714;469455.7707;81;81;0.3333;2.0;18;0;0;0;0.115;0;0
700000.0;2;1.5;1850;4945;1.5;0;2;4;7;1850;0;1969;1850;4950;2015;4;1;2;0;0;1;347;1;0;0;0;6795;0.2723;1.0;0.999;1.0;424706.3559;119;57;0.75;1.3333;28;1;0;0;0.0568;0;0
248000.0;5;1.5;1510;9078;1.0;0;0;4;7;1510;0;0;1480;9078;2014;6;2;2;0;0;1;40;0;1;0;0;10588;0.1426;1.0;1.0;1.0203;240328.3717;67;67;0.3;5.0;28;0;0;0;0.124;0;0
800000.0;4;2.0;2130;2800;1.0;0;0;5;7;1070;1060;0;1990;3990;2014;8;1;3;0;0;2;116;0;1;0;0;4930;0.432;0.5023;0.7018;1.0704;584827.5624;104;104;0.5;4.0;35;0;1;0;0.0483;0;0
383000.0;4;2.5;2640;8055;2.0;0;0;3;9;2640;0;0;1650;8055;2015;1;2;1;0;0;1;264;0;0;0;1;10695;0.2468;1.0;1.0;1.6;334921.0627;22;22;0.625;2.0;27;0;0;0;0.3227;1;0
688000.0;4;3.0;3000;4000;1.5;0;3;3;8;1970;1030;2014;1900;4000;2014;5;1;2;0;0;1;25;1;0;0;0;7000;0.4286;0.6567;1.0;1.5789;594547.6501;113;12;0.75;2.6667;24;1;1;0;0.0405;1;1
521000.0;3;2.0;1870;5455;1.0;0;0;5;7;1060;810;0;1870;7435;2014;10;2;4;0;0;2;159;0;0;1;0;7325;0.2553;0.5668;0.7337;1.0;469455.7707;100;100;0.6667;3.0;35;0;1;0;0.1029;0;0
365000.0;2;1.0;990;9223;1.0;0;0;3;7;990;0;0;1230;7244;2014;11;2;4;0;0;2;187;0;0;1;0;10213;0.0969;1.0;1.2732;0.8049;469455.7707;77;77;0.5;2.0;21;0;0;0;0.1144;0;0
491000.0;3;2.0;2005;7000;1.0;0;0;3;7;1605;400;0;1750;4500;2014;10;1;4;0;0;2;158;0;0;1;0;9005;0.2227;0.8005;1.5556;1.1457;634360.1793;46;46;0.6667;3.0;21;0;1;0;0.0342;0;0
643000.0;3;2.75;2030;7700;1.0;0;0;5;8;1400;630;0;1780;8160;2014;11;5;4;1;0;2;204;0;0;1;0;9730;0.2086;0.6897;0.9436;1.1404;645507.3781;61;61;0.9167;3.0;40;0;1;0;0.221;0;0
279000.0;3;2.5;1500;7350;1.0;0;0;2;7;1060;440;0;1390;7770;2015;2;0;1;0;0;1;276;0;0;0;1;8850;0.1695;0.7067;0.9459;1.0791;286732.7916;47;47;0.8333;3.0;14;0;1;0;0.3078;0;0
583500.0;4;1.0;1530;3900;1.5;0;0;4;7;1530;0;0;1300;3900;2015;2;0;1;0;0;1;276;0;0;0;1;5430;0.2818;1.0;1.0;1.1769;579053.4173;118;118;0.25;2.6667;28;0;0;0;0.0831;0;0
310000.0;3;2.5;1990;3600;2.0;0;0;3;7;1990;0;0;1790;3600;2014;7;2;3;0;0;2;82;0;1;0;0;5590;0.356;1.0;1.0;1.1117;366867.6;22;22;0.8333;1.5;21;0;0;0;0.3662;1;0
310000.0;3;1.75;1420;7650;1.0;0;0;4;7;1100;320;0;1810;7650;2014;6;1;2;0;0;1;39;0;1;0;0;9070;0.1566;0.7746;1.0;0.7845;420890.5493;42;42;0.5833;3.0;28;0;1;0;0.1903;1;0
280000.0;3;1.0;1400;13975;1.0;0;0;4;6;1400;0;0;1260;7500;2015;3;0;1;0;0;1;325;1;0;0;0;15375;0.0911;1.0;1.8633;1.1111;302878.8821;70;70;0.3333;3.0;24;0;0;0;0.1867;0;0
272000.0;4;2.5;1870;5692;2.0;0;0;3;7;1870;0;0;2390;5293;2014;11;0;4;0;0;2;199;0;0;1;0;7562;0.2473;1.0;1.0754;0.7824;353608.6352;22;22;0.625;2.0;21;0;0;0;0.2525;1;0
870000.0;4;3.0;3040;36246;1.5;0;0;3;9;2680;360;2014;3520;13178;2014;7;0;3;0;0;2;66;0;1;0;0;39286;0.0774;0.8816;2.7505;0.8636;685605.7755;103;12;0.75;2.6667;27;1;1;0;0.2621;1;1
307000.0;3;2.0;1790;7259;1.0;0;0;3;7;1390;400;0;1790;7700;2014;11;1;4;0;0;2;200;0;0;1;0;9049;0.1978;0.7765;0.9427;1.0;353608.6352;46;46;0.6667;3.0;21;0;1;0;0.2147;0;0
490000.0;2;1.5;1590;4500;1.0;0;0;4;7;920;670;0;1900;4450;2014;7;3;3;0;0;2;76;0;1;0;0;6090;0.2611;0.5786;1.0112;0.8368;618634.1697;80;80;0.75;2.0;28;0;1;0;0.0642;0;0
399950.0;3;2.0;2050;9396;1.0;0;0;5;7;1170;880;0;1680;9391;2014;10;2;4;0;0;2;159;0;0;1;0;11446;0.1791;0.5707;1.0005;1.2202;423725.6951;66;66;0.6667;3.0;35;0;1;0;0.1386;0;0
1635000.0;5;3.5;4220;26784;1.0;0;0;3;10;2110;2110;2006;3450;33945;2014;6;0;2;0;0;1;38;0;1;0;0;31004;0.1361;0.5;0.789;1.2232;1355927.082;68;20;0.7;5.0;30;1;1;0;0.1262;1;0
989000.0;5;4.5;4030;13474;2.0;0;0;3;11;4030;0;0;3860;12438;2014;7;2;3;0;0;2;68;0;1;0;0;17504;0.2302;1.0;1.0833;1.044;790576.6546;26;26;0.9;2.5;33;0;0;0;0.338;1;0
